Run,Assay Type,AvgSpotLen,Bank,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Drug_concentration_ug/ml,Experiment,Generations,Genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,Strain,TEST,Time,TREATMENT
SRR7686740,Tn-Seq,51,G10,630320220,PRJNA485590,SAMN09810053,"Microbe\, viral or environmental",294042707,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547175,0_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG10_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG10_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686741,Tn-Seq,51,G10,400414668,PRJNA485590,SAMN09810054,"Microbe\, viral or environmental",185590497,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1.1,SRX4547174,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_1_1_CIP_BG10_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_1_1_CIP_BG10_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686742,Tn-Seq,51,G10,624934824,PRJNA485590,SAMN09810055,"Microbe\, viral or environmental",287036542,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547173,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG10_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG10_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686743,Tn-Seq,51,L6F,439702569,PRJNA485590,SAMN09810048,"Microbe\, viral or environmental",213672403,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547172,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BL6F_T1_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BL6F_T1_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T1,CIP
SRR7686744,Tn-Seq,51,NM1,517131942,PRJNA485590,SAMN09810049,"Microbe\, viral or environmental",241130051,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.075,SRX4547171,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_075_CIP_BNM1_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_075_CIP_BNM1_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686745,Tn-Seq,51,NM1,463045983,PRJNA485590,SAMN09810050,"Microbe\, viral or environmental",216166576,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.09-0.10,SRX4547170,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_09_CIP_BNM1_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_09_CIP_BNM1_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686746,Tn-Seq,51,NM1,709665918,PRJNA485590,SAMN09810051,"Microbe\, viral or environmental",329596830,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547169,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BNM1_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BNM1_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686747,Tn-Seq,51,GP9,620461257,PRJNA485590,SAMN09810136,"Microbe\, viral or environmental",314504045,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547168,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP9_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP9_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686748,Tn-Seq,51,GPN10,275346603,PRJNA485590,SAMN09810137,"Microbe\, viral or environmental",122415110,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547167,0_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN10_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN10_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686749,Tn-Seq,51,GP14,599693547,PRJNA485590,SAMN09810128,"Microbe\, viral or environmental",306997893,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547166,0_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP14_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP14_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686750,Tn-Seq,51,GP14,759508626,PRJNA485590,SAMN09810129,"Microbe\, viral or environmental",384144466,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",13-14,SRX4547165,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_13_CIP_BGP14_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_13_CIP_BGP14_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686751,Tn-Seq,51,GP14,340854879,PRJNA485590,SAMN09810130,"Microbe\, viral or environmental",173594011,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547164,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP14_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP14_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686752,Tn-Seq,51,GP15,745206696,PRJNA485590,SAMN09810131,"Microbe\, viral or environmental",373762171,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547163,0_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP15_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP15_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686753,Tn-Seq,51,GP15,547960881,PRJNA485590,SAMN09810132,"Microbe\, viral or environmental",280154790,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",13-14,SRX4547162,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_13_CIP_BGP15_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_13_CIP_BGP15_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686754,Tn-Seq,51,GP15,1141856901,PRJNA485590,SAMN09810133,"Microbe\, viral or environmental",581605116,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547161,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP15_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP15_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686755,Tn-Seq,51,GP9,253736271,PRJNA485590,SAMN09810134,"Microbe\, viral or environmental",130719857,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547160,0_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP9_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP9_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686756,Tn-Seq,51,GP9,470298948,PRJNA485590,SAMN09810135,"Microbe\, viral or environmental",239667992,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",13-14,SRX4547159,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_13_CIP_BGP9_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_13_CIP_BGP9_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686757,Tn-Seq,51,L6F,515885859,PRJNA485590,SAMN09810047,"Microbe\, viral or environmental",247138137,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547158,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BL6F_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BL6F_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686758,Tn-Seq,51,L6F,367307406,PRJNA485590,SAMN09810046,"Microbe\, viral or environmental",176358934,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.09-0.10,SRX4547157,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_09_CIP_BL6F_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_09_CIP_BL6F_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686759,Tn-Seq,51,L4F,326575032,PRJNA485590,SAMN09810039,"Microbe\, viral or environmental",156568263,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547156,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BL4F_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BL4F_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686760,Tn-Seq,51,L4F,399055416,PRJNA485590,SAMN09810038,"Microbe\, viral or environmental",190176592,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.09-0.10,SRX4547155,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_09_CIP_BL4F_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_09_CIP_BL4F_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686761,Tn-Seq,51,L5F,428651175,PRJNA485590,SAMN09810041,"Microbe\, viral or environmental",204925882,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.075,SRX4547154,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_075_CIP_BL5F_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_075_CIP_BL5F_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686762,Tn-Seq,51,L4F,350185431,PRJNA485590,SAMN09810040,"Microbe\, viral or environmental",167894590,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547153,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BL4F_T1_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BL4F_T1_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T1,CIP
SRR7686763,Tn-Seq,51,L5F,423814845,PRJNA485590,SAMN09810043,"Microbe\, viral or environmental",201486702,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547152,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BL5F_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BL5F_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686764,Tn-Seq,51,L5F,477760146,PRJNA485590,SAMN09810042,"Microbe\, viral or environmental",233149471,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.09-0.10,SRX4547151,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_09_CIP_BL5F_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_09_CIP_BL5F_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686765,Tn-Seq,51,L6F,395355978,PRJNA485590,SAMN09810045,"Microbe\, viral or environmental",189662763,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.075,SRX4547150,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_075_CIP_BL6F_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_075_CIP_BL6F_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686766,Tn-Seq,51,L5F,431152572,PRJNA485590,SAMN09810044,"Microbe\, viral or environmental",205125756,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547149,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BL5F_T1_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BL5F_T1_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T1,CIP
SRR7686767,Tn-Seq,51,GPN2,30870912,PRJNA485590,SAMN09810145,"Microbe\, viral or environmental",14099102,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547148,0_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN2_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN2_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686768,Tn-Seq,51,GPN12,166626843,PRJNA485590,SAMN09810144,"Microbe\, viral or environmental",74299471,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547147,7-8_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN12_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN12_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686769,Tn-Seq,51,GPN12,135884859,PRJNA485590,SAMN09810143,"Microbe\, viral or environmental",60377406,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547146,0_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN12_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN12_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686770,Tn-Seq,51,GPN11,209467965,PRJNA485590,SAMN09810142,"Microbe\, viral or environmental",92840047,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547145,7-8_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN11_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN11_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686771,Tn-Seq,51,GPN11,195439752,PRJNA485590,SAMN09810141,"Microbe\, viral or environmental",86914882,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",45,SRX4547144,7-8_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_60_CIP_BGPN11_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_60_CIP_BGPN11_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686772,Tn-Seq,51,GPN11,253529721,PRJNA485590,SAMN09810140,"Microbe\, viral or environmental",111140094,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547143,0_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN11_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN11_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686773,Tn-Seq,51,GPN10,338703036,PRJNA485590,SAMN09810139,"Microbe\, viral or environmental",149885628,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547142,7-8_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN10_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN10_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686774,Tn-Seq,51,GPN10,225228036,PRJNA485590,SAMN09810138,"Microbe\, viral or environmental",98630058,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",60,SRX4547141,7-8_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_60_CIP_BGPN10_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_60_CIP_BGPN10_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686775,Tn-Seq,51,GPN2,470609946,PRJNA485590,SAMN09810147,"Microbe\, viral or environmental",207708318,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547140,7-8_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN2_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN2_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686776,Tn-Seq,51,GPN2,383671776,PRJNA485590,SAMN09810146,"Microbe\, viral or environmental",169261728,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",50,SRX4547139,7-8_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_60_CIP_BGPN2_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_60_CIP_BGPN2_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686777,Tn-Seq,51,3,682892193,PRJNA485590,SAMN09809997,"Microbe\, viral or environmental",311882510,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.05,SRX4547138,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_05_CIP_B3_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_05_CIP_B3_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686778,Tn-Seq,51,2,682445433,PRJNA485590,SAMN09809996,"Microbe\, viral or environmental",313384160,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547137,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_B2_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_B2_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,NO
SRR7686779,Tn-Seq,51,L3F,467449068,PRJNA485590,SAMN09810036,"Microbe\, viral or environmental",220784169,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547136,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BL3F_T1_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BL3F_T1_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T1,CIP
SRR7686780,Tn-Seq,51,L4F,431620140,PRJNA485590,SAMN09810037,"Microbe\, viral or environmental",202666347,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.075,SRX4547135,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_075_CIP_BL4F_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_075_CIP_BL4F_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686781,Tn-Seq,51,L2F,409037697,PRJNA485590,SAMN09810030,"Microbe\, viral or environmental",194263152,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.09-0.10,SRX4547134,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_09_CIP_BL2F_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_09_CIP_BL2F_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
